ColonyID,Species,Bleach,Date,Score,Phenotype,Mortality
204,Montipora capitata,Non-bleach,2019-10-30,1,,
209,Montipora capitata,Bleach,2019-10-30,3,,
210,Montipora capitata,Non-bleach,2019-10-30,2,,
211,Montipora capitata,Bleach,2019-10-30,3,,
212,Montipora capitata,Non-bleach,2019-10-30,1,,
217,Montipora capitata,Bleach,2019-10-30,1,,
218,Montipora capitata,Non-bleach,2019-10-30,2,,
219,Montipora capitata,Bleach,2019-10-30,3,,
220,Montipora capitata,Non-bleach,2019-10-30,1,,
221,Montipora capitata,Bleach,2019-10-30,3,,
222,Montipora capitata,Non-bleach,2019-10-30,1,,
229,Porites compressa,Bleach,2019-10-30,1,,
230,Porites compressa,Non-bleach,2019-10-30,1,,
237,Porites compressa,Bleach,2019-10-30,2,,
238,Porites compressa,Non-bleach,2019-10-30,1,,
239,Porites compressa,Bleach,2019-10-30,2,,
240,Porites compressa,Non-bleach,2019-10-30,1,,
243,Porites compressa,Bleach,2019-10-30,1,,
244,Porites compressa,Non-bleach,2019-10-30,2,,
247,Porites compressa,Bleach,2019-10-30,1,,
248,Porites compressa,Non-bleach,2019-10-30,1,,
3,Montipora capitata,Bleach,2020-01-24,2,,
4,Montipora capitata,Non-bleach,2020-01-24,1,,
11,Montipora capitata,Bleach,2020-01-24,2,,
12,Montipora capitata,Non-bleach,2020-01-24,1,,
19,Montipora capitata,Bleach,2020-01-24,1,,
20,Montipora capitata,Non-bleach,2020-01-24,1,,
26,Porites compressa,Non-bleach,2020-01-24,1,,
27,Porites compressa,Bleach,2020-01-24,1,,
35,Porites compressa,Bleach,2020-01-24,1,,
36,Porites compressa,Non-bleach,2020-01-24,1,,
41,Porites compressa,Bleach,2020-01-24,1,,
42,Porites compressa,Non-bleach,2020-01-24,1,,
43,Porites compressa,Bleach,2020-01-24,1,,
44,Porites compressa,Non-bleach,2020-01-24,1,,
45,Porites compressa,Bleach,2020-01-24,2,,
46,Porites compressa,Non-bleach,2020-01-24,1,,
201,Montipora capitata,Bleach,2020-01-24,1,,
202,Montipora capitata,Non-bleach,2020-01-24,1,,
203,Montipora capitata,Bleach,2020-01-24,1,,
204,Montipora capitata,Non-bleach,2020-01-24,1,,
209,Montipora capitata,Bleach,2020-01-24,2,,
210,Montipora capitata,Non-bleach,2020-01-24,1,,
211,Montipora capitata,Bleach,2020-01-24,1,,
212,Montipora capitata,Non-bleach,2020-01-24,1,,
217,Montipora capitata,Bleach,2020-01-24,1,,
218,Montipora capitata,Non-bleach,2020-01-24,1,,
219,Montipora capitata,Bleach,2020-01-24,1,,
220,Montipora capitata,Non-bleach,2020-01-24,1,,
221,Montipora capitata,Bleach,2020-01-24,2,,
222,Montipora capitata,Non-bleach,2020-01-24,1,,
229,Porites compressa,Bleach,2020-01-24,2,,
230,Porites compressa,Non-bleach,2020-01-24,1,,
237,Porites compressa,Bleach,2020-01-24,1,,
238,Porites compressa,Non-bleach,2020-01-24,1,,
239,Porites compressa,Bleach,2020-01-24,2,,
240,Porites compressa,Non-bleach,2020-01-24,1,,
243,Porites compressa,Bleach,2020-01-24,1,,
244,Porites compressa,Non-bleach,2020-01-24,2,,
247,Porites compressa,Bleach,2020-01-24,1,,
248,Porites compressa,Non-bleach,2020-01-24,1,,
3,Montipora capitata,Bleach,2020-08-27,3,,
4,Montipora capitata,Non-bleach,2020-08-27,1,,
11,Montipora capitata,Bleach,2020-08-27,3,,
12,Montipora capitata,Non-bleach,2020-08-27,1,,
19,Montipora capitata,Bleach,2020-08-27,4,,
20,Montipora capitata,Non-bleach,2020-08-27,1,,
26,Porites compressa,Non-bleach,2020-08-27,1,,
27,Porites compressa,Bleach,2020-08-27,1,,
41,Porites compressa,Bleach,2020-08-27,2,,
42,Porites compressa,Non-bleach,2020-08-27,1,,
43,Porites compressa,Bleach,2020-08-27,1,,
44,Porites compressa,Non-bleach,2020-08-27,1,,
45,Porites compressa,Bleach,2020-08-27,1,,
46,Porites compressa,Non-bleach,2020-08-27,1,,
201,Montipora capitata,Bleach,2020-08-27,4,,
202,Montipora capitata,Non-bleach,2020-08-27,1,,
203,Montipora capitata,Bleach,2020-08-27,3,,
204,Montipora capitata,Non-bleach,2020-08-27,1,,
209,Montipora capitata,Bleach,2020-08-27,3,,
210,Montipora capitata,Non-bleach,2020-08-27,3,,
211,Montipora capitata,Bleach,2020-08-27,3,,
212,Montipora capitata,Non-bleach,2020-08-27,1,,
217,Montipora capitata,Bleach,2020-08-27,2,,
218,Montipora capitata,Non-bleach,2020-08-27,3,,
219,Montipora capitata,Bleach,2020-08-27,3,,
220,Montipora capitata,Non-bleach,2020-08-27,1,,
221,Montipora capitata,Bleach,2020-08-27,3,,
222,Montipora capitata,Non-bleach,2020-08-27,2,,
229,Porites compressa,Bleach,2020-08-27,1,,
230,Porites compressa,Non-bleach,2020-08-27,1,,
237,Porites compressa,Bleach,2020-08-27,1,,
238,Porites compressa,Non-bleach,2020-08-27,1,,
239,Porites compressa,Bleach,2020-08-27,1,,
240,Porites compressa,Non-bleach,2020-08-27,2,,
243,Porites compressa,Bleach,2020-08-27,1,,
244,Porites compressa,Non-bleach,2020-08-27,1,,
247,Porites compressa,Bleach,2020-08-27,1,,
248,Porites compressa,Non-bleach,2020-08-27,1,,
3,Montipora capitata,Bleach,2020-10-08,4,Susceptible,80
4,Montipora capitata,Non-bleach,2020-10-08,2,Resistant,10
11,Montipora capitata,Bleach,2020-10-08,4,Susceptible,95
12,Montipora capitata,Non-bleach,2020-10-08,1,Resistant,20
19,Montipora capitata,Bleach,2020-10-08,3,Susceptible,0
20,Montipora capitata,Non-bleach,2020-10-08,1,Resistant,0
26,Porites compressa,Non-bleach,2020-10-08,1,Resistant,0
27,Porites compressa,Bleach,2020-10-08,1,Susceptible,0
41,Porites compressa,Bleach,2020-10-08,1,Susceptible,10
42,Porites compressa,Non-bleach,2020-10-08,1,Resistant,0
43,Porites compressa,Bleach,2020-10-08,1,Susceptible,0
44,Porites compressa,Non-bleach,2020-10-08,1,Resistant,10
45,Porites compressa,Bleach,2020-10-08,1,Susceptible,0
46,Porites compressa,Non-bleach,2020-10-08,1,Resistant,5
201,Montipora capitata,Bleach,2020-10-08,3,Susceptible,40
202,Montipora capitata,Non-bleach,2020-10-08,1,Resistant,0
203,Montipora capitata,Bleach,2020-10-08,4,Susceptible,0
204,Montipora capitata,Non-bleach,2020-10-08,1,Resistant,5
209,Montipora capitata,Bleach,2020-10-08,4,Susceptible,5
210,Montipora capitata,Non-bleach,2020-10-08,2,Resistant,5
211,Montipora capitata,Bleach,2020-10-08,3,Susceptible,5
212,Montipora capitata,Non-bleach,2020-10-08,1,Resistant,10
217,Montipora capitata,Bleach,2020-10-08,2,Susceptible,60
218,Montipora capitata,Non-bleach,2020-10-08,2,Resistant,50
219,Montipora capitata,Bleach,2020-10-08,4,Susceptible,60
220,Montipora capitata,Non-bleach,2020-10-08,1,Resistant,5
221,Montipora capitata,Bleach,2020-10-08,4,Susceptible,5
222,Montipora capitata,Non-bleach,2020-10-08,4,Resistant,95
229,Porites compressa,Bleach,2020-10-08,1,Susceptible,0
230,Porites compressa,Non-bleach,2020-10-08,1,Resistant,0
237,Porites compressa,Bleach,2020-10-08,1,Susceptible,0
238,Porites compressa,Non-bleach,2020-10-08,1,Resistant,0
239,Porites compressa,Bleach,2020-10-08,1,Susceptible,5
240,Porites compressa,Non-bleach,2020-10-08,3,Resistant,40
243,Porites compressa,Bleach,2020-10-08,1,Susceptible,0
244,Porites compressa,Non-bleach,2020-10-08,1,Resistant,5
247,Porites compressa,Bleach,2020-10-08,1,Susceptible,0
248,Porites compressa,Non-bleach,2020-10-08,1,Resistant,0
3,Montipora capitata,Bleach,2020-11-05,3,,
4,Montipora capitata,Non-bleach,2020-11-05,2,,
11,Montipora capitata,Bleach,2020-11-05,2,,
12,Montipora capitata,Non-bleach,2020-11-05,1,,
19,Montipora capitata,Bleach,2020-11-05,2,,
20,Montipora capitata,Non-bleach,2020-11-05,1,,
26,Porites compressa,Non-bleach,2020-11-05,1,,
27,Porites compressa,Bleach,2020-11-05,1,,
41,Porites compressa,Bleach,2020-11-05,2,,
42,Porites compressa,Non-bleach,2020-11-05,1,,
43,Porites compressa,Bleach,2020-11-05,1,,
44,Porites compressa,Non-bleach,2020-11-05,1,,
45,Porites compressa,Bleach,2020-11-05,1,,
46,Porites compressa,Non-bleach,2020-11-05,1,,
201,Montipora capitata,Bleach,2020-11-05,3,,
202,Montipora capitata,Non-bleach,2020-11-05,1,,
203,Montipora capitata,Bleach,2020-11-05,3,,
204,Montipora capitata,Non-bleach,2020-11-05,1,,
209,Montipora capitata,Bleach,2020-11-05,3,,
210,Montipora capitata,Non-bleach,2020-11-05,1,,
211,Montipora capitata,Bleach,2020-11-05,2,,
212,Montipora capitata,Non-bleach,2020-11-05,1,,
217,Montipora capitata,Bleach,2020-11-05,1,,
218,Montipora capitata,Non-bleach,2020-11-05,2,,
219,Montipora capitata,Bleach,2020-11-05,4,,
220,Montipora capitata,Non-bleach,2020-11-05,1,,
221,Montipora capitata,Bleach,2020-11-05,2,,
222,Montipora capitata,Non-bleach,2020-11-05,2,,
229,Porites compressa,Bleach,2020-11-05,1,,
230,Porites compressa,Non-bleach,2020-11-05,1,,
237,Porites compressa,Bleach,2020-11-05,1,,
238,Porites compressa,Non-bleach,2020-11-05,2,,
239,Porites compressa,Bleach,2020-11-05,1,,
240,Porites compressa,Non-bleach,2020-11-05,2,,
243,Porites compressa,Bleach,2020-11-05,1,,
244,Porites compressa,Non-bleach,2020-11-05,1,,
247,Porites compressa,Bleach,2020-11-05,1,,
248,Porites compressa,Non-bleach,2020-11-05,1,,
3,Montipora capitata,Bleach,2020-12-10,2,,
4,Montipora capitata,Non-bleach,2020-12-10,1,,
11,Montipora capitata,Bleach,2020-12-10,1,,
12,Montipora capitata,Non-bleach,2020-12-10,1,,
19,Montipora capitata,Bleach,2020-12-10,3,,
20,Montipora capitata,Non-bleach,2020-12-10,1,,
26,Porites compressa,Non-bleach,2020-12-10,1,,
27,Porites compressa,Bleach,2020-12-10,1,,
41,Porites compressa,Bleach,2020-12-10,1,,
42,Porites compressa,Non-bleach,2020-12-10,1,,
43,Porites compressa,Bleach,2020-12-10,1,,
44,Porites compressa,Non-bleach,2020-12-10,1,,
45,Porites compressa,Bleach,2020-12-10,1,,
46,Porites compressa,Non-bleach,2020-12-10,1,,
201,Montipora capitata,Bleach,2020-12-10,3,,
202,Montipora capitata,Non-bleach,2020-12-10,1,,
203,Montipora capitata,Bleach,2020-12-10,2,,
204,Montipora capitata,Non-bleach,2020-12-10,1,,
209,Montipora capitata,Bleach,2020-12-10,2,,
210,Montipora capitata,Non-bleach,2020-12-10,1,,
211,Montipora capitata,Bleach,2020-12-10,2,,
212,Montipora capitata,Non-bleach,2020-12-10,1,,
217,Montipora capitata,Bleach,2020-12-10,1,,
218,Montipora capitata,Non-bleach,2020-12-10,1,,
219,Montipora capitata,Bleach,2020-12-10,3,,
220,Montipora capitata,Non-bleach,2020-12-10,1,,
221,Montipora capitata,Bleach,2020-12-10,2,,
222,Montipora capitata,Non-bleach,2020-12-10,1,,
229,Porites compressa,Bleach,2020-12-10,1,,
230,Porites compressa,Non-bleach,2020-12-10,1,,
237,Porites compressa,Bleach,2020-12-10,1,,
238,Porites compressa,Non-bleach,2020-12-10,2,,
239,Porites compressa,Bleach,2020-12-10,2,,
240,Porites compressa,Non-bleach,2020-12-10,1,,
243,Porites compressa,Bleach,2020-12-10,1,,
244,Porites compressa,Non-bleach,2020-12-10,1,,
247,Porites compressa,Bleach,2020-12-10,1,,
248,Porites compressa,Non-bleach,2020-12-10,1,,
3,Montipora capitata,Bleach,2021-03-23,3,Susceptible,80
4,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,10
11,Montipora capitata,Bleach,2021-03-23,2,Susceptible,90
12,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,50
19,Montipora capitata,Bleach,2021-03-23,2,Susceptible,5
20,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,0
26,Porites compressa,Non-bleach,2021-03-23,2,Resistant,0
27,Porites compressa,Bleach,2021-03-23,1,Susceptible,0
41,Porites compressa,Bleach,2021-03-23,1,Susceptible,5
42,Porites compressa,Non-bleach,2021-03-23,1,Resistant,0
43,Porites compressa,Bleach,2021-03-23,1,Susceptible,0
44,Porites compressa,Non-bleach,2021-03-23,1,Resistant,5
45,Porites compressa,Bleach,2021-03-23,1,Susceptible,0
46,Porites compressa,Non-bleach,2021-03-23,1,Resistant,5
201,Montipora capitata,Bleach,2021-03-23,3,Susceptible,40
202,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,0
203,Montipora capitata,Bleach,2021-03-23,2,Susceptible,0
204,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,5
209,Montipora capitata,Bleach,2021-03-23,1,Susceptible,5
210,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,5
211,Montipora capitata,Bleach,2021-03-23,2,Susceptible,5
212,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,20
217,Montipora capitata,Bleach,2021-03-23,1,Susceptible,80
218,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,50
219,Montipora capitata,Bleach,2021-03-23,2,Susceptible,60
220,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,10
221,Montipora capitata,Bleach,2021-03-23,1,Susceptible,10
222,Montipora capitata,Non-bleach,2021-03-23,1,Resistant,95
229,Porites compressa,Bleach,2021-03-23,1,Susceptible,0
230,Porites compressa,Non-bleach,2021-03-23,1,Resistant,0
237,Porites compressa,Bleach,2021-03-23,1,Susceptible,0
238,Porites compressa,Non-bleach,2021-03-23,2,Resistant,0
239,Porites compressa,Bleach,2021-03-23,1,Susceptible,0
240,Porites compressa,Non-bleach,2021-03-23,2,Resistant,40
243,Porites compressa,Bleach,2021-03-23,1,Susceptible,0
244,Porites compressa,Non-bleach,2021-03-23,1,Resistant,5
247,Porites compressa,Bleach,2021-03-23,1,Susceptible,0
248,Porites compressa,Non-bleach,2021-03-23,1,Resistant,0
3,Montipora capitata,Bleach,2021-06-25,5,,
4,Montipora capitata,Non-bleach,2021-06-25,3,,
11,Montipora capitata,Bleach,2021-06-25,4,,
19,Montipora capitata,Bleach,2021-06-25,1,,
20,Montipora capitata,Non-bleach,2021-06-25,2,,
26,Porites compressa,Non-bleach,2021-06-25,1,,
27,Porites compressa,Bleach,2021-06-25,1,,
41,Porites compressa,Bleach,2021-06-25,1,,
42,Porites compressa,Non-bleach,2021-06-25,1,,
43,Porites compressa,Bleach,2021-06-25,1,,
44,Porites compressa,Non-bleach,2021-06-25,1,,
45,Porites compressa,Bleach,2021-06-25,1,,
46,Porites compressa,Non-bleach,2021-06-25,1,,
201,Montipora capitata,Bleach,2021-06-25,3,,
202,Montipora capitata,Non-bleach,2021-06-25,1,,
203,Montipora capitata,Bleach,2021-06-25,3,,
204,Montipora capitata,Non-bleach,2021-06-25,1,,
209,Montipora capitata,Bleach,2021-06-25,2,,
210,Montipora capitata,Non-bleach,2021-06-25,1,,
212,Montipora capitata,Non-bleach,2021-06-25,1,,
217,Montipora capitata,Bleach,2021-06-25,1,,
218,Montipora capitata,Non-bleach,2021-06-25,1,,
229,Porites compressa,Bleach,2021-06-25,1,,
230,Porites compressa,Non-bleach,2021-06-25,1,,
237,Porites compressa,Bleach,2021-06-25,1,,
238,Porites compressa,Non-bleach,2021-06-25,1,,
239,Porites compressa,Bleach,2021-06-25,2,,
240,Porites compressa,Non-bleach,2021-06-25,4,,
243,Porites compressa,Bleach,2021-06-25,1,,
244,Porites compressa,Non-bleach,2021-06-25,1,,
247,Porites compressa,Bleach,2021-06-25,1,,
248,Porites compressa,Non-bleach,2021-06-25,1,,
3,Montipora capitata,Bleach,2021-09-13,4,,
4,Montipora capitata,Non-bleach,2021-09-13,2,,
11,Montipora capitata,Bleach,2021-09-13,3,,
12,Montipora capitata,Non-bleach,2021-09-13,2,,
19,Montipora capitata,Bleach,2021-09-13,3,,
20,Montipora capitata,Non-bleach,2021-09-13,1,,
26,Porites compressa,Non-bleach,2021-09-13,1,,
27,Porites compressa,Bleach,2021-09-13,1,,
41,Porites compressa,Bleach,2021-09-13,2,,
42,Porites compressa,Non-bleach,2021-09-13,1,,
43,Porites compressa,Bleach,2021-09-13,1,,
44,Porites compressa,Non-bleach,2021-09-13,1,,
45,Porites compressa,Bleach,2021-09-13,1,,
46,Porites compressa,Non-bleach,2021-09-13,1,,
201,Montipora capitata,Bleach,2021-09-13,4,,
202,Montipora capitata,Non-bleach,2021-09-13,1,,
203,Montipora capitata,Bleach,2021-09-13,4,,
204,Montipora capitata,Non-bleach,2021-09-13,2,,
209,Montipora capitata,Bleach,2021-09-13,4,,
210,Montipora capitata,Non-bleach,2021-09-13,2,,
211,Montipora capitata,Bleach,2021-09-13,4,,
212,Montipora capitata,Non-bleach,2021-09-13,1,,
217,Montipora capitata,Bleach,2021-09-13,1,,
218,Montipora capitata,Non-bleach,2021-09-13,2,,
219,Montipora capitata,Bleach,2021-09-13,4,,
220,Montipora capitata,Non-bleach,2021-09-13,1,,
221,Montipora capitata,Bleach,2021-09-13,3,,
222,Montipora capitata,Non-bleach,2021-09-13,2,,
229,Porites compressa,Bleach,2021-09-13,1,,
230,Porites compressa,Non-bleach,2021-09-13,1,,
237,Porites compressa,Bleach,2021-09-13,2,,
238,Porites compressa,Non-bleach,2021-09-13,1,,
239,Porites compressa,Bleach,2021-09-13,1,,
240,Porites compressa,Non-bleach,2021-09-13,3,,
243,Porites compressa,Bleach,2021-09-13,1,,
244,Porites compressa,Non-bleach,2021-09-13,1,,
247,Porites compressa,Bleach,2021-09-13,1,,
248,Porites compressa,Non-bleach,2021-09-13,1,,
3,Montipora capitata,Bleach,2021-10-08,4,Susceptible,80
4,Montipora capitata,Non-bleach,2021-10-08,2,Resistant,10
11,Montipora capitata,Bleach,2021-10-08,2,Susceptible,95
12,Montipora capitata,Non-bleach,2021-10-08,1,Resistant,60
19,Montipora capitata,Bleach,2021-10-08,4,Susceptible,5
20,Montipora capitata,Non-bleach,2021-10-08,1,Resistant,0
26,Porites compressa,Non-bleach,2021-10-08,1,Resistant,0
27,Porites compressa,Bleach,2021-10-08,1,Susceptible,0
41,Porites compressa,Bleach,2021-10-08,1,Susceptible,5
43,Porites compressa,Bleach,2021-10-08,1,Susceptible,0
44,Porites compressa,Non-bleach,2021-10-08,1,Resistant,5
45,Porites compressa,Bleach,2021-10-08,1,Susceptible,0
46,Porites compressa,Non-bleach,2021-10-08,1,Resistant,0
201,Montipora capitata,Bleach,2021-10-08,4,Susceptible,60
202,Montipora capitata,Non-bleach,2021-10-08,1,Resistant,0
203,Montipora capitata,Bleach,2021-10-08,3,Susceptible,10
204,Montipora capitata,Non-bleach,2021-10-08,1,Resistant,5
209,Montipora capitata,Bleach,2021-10-08,4,Susceptible,10
210,Montipora capitata,Non-bleach,2021-10-08,1,Resistant,10
211,Montipora capitata,Bleach,2021-10-08,2,Susceptible,10
212,Montipora capitata,Non-bleach,2021-10-08,1,Resistant,50
219,Montipora capitata,Bleach,2021-10-08,3,Susceptible,60
220,Montipora capitata,Non-bleach,2021-10-08,1,Resistant,10
221,Montipora capitata,Bleach,2021-10-08,2,Susceptible,10
222,Montipora capitata,Non-bleach,2021-10-08,3,Resistant,95
237,Porites compressa,Bleach,2021-10-08,1,Susceptible,0
238,Porites compressa,Non-bleach,2021-10-08,1,Resistant,0
240,Porites compressa,Non-bleach,2021-10-08,2,Resistant,40
243,Porites compressa,Bleach,2021-10-08,1,Susceptible,0
247,Porites compressa,Bleach,2021-10-08,1,Susceptible,5
1,Montipora capitata,Bleach,2022-03-09,1,,
2,Montipora capitata,Non-bleach,2022-03-09,1,,
3,Montipora capitata,Bleach,2022-03-09,2,Susceptible,90
4,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,20
11,Montipora capitata,Bleach,2022-03-09,1,Susceptible,95
12,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,80
13,Montipora capitata,Bleach,2022-03-09,1,,
15,Montipora capitata,Bleach,2022-03-09,1,,
16,Montipora capitata,Non-bleach,2022-03-09,1,,
19,Montipora capitata,Bleach,2022-03-09,1,Susceptible,5
20,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,0
26,Porites compressa,Non-bleach,2022-03-09,1,Resistant,0
27,Porites compressa,Bleach,2022-03-09,1,Susceptible,0
28,Porites compressa,Non-bleach,2022-03-09,1,,
29,Porites compressa,Bleach,2022-03-09,1,,
41,Porites compressa,Bleach,2022-03-09,1,Susceptible,10
42,Porites compressa,Non-bleach,2022-03-09,1,Resistant,0
43,Porites compressa,Bleach,2022-03-09,1,Susceptible,0
44,Porites compressa,Non-bleach,2022-03-09,1,Resistant,0
45,Porites compressa,Bleach,2022-03-09,1,Susceptible,0
46,Porites compressa,Non-bleach,2022-03-09,1,Resistant,0
201,Montipora capitata,Bleach,2022-03-09,1,Susceptible,80
202,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,0
203,Montipora capitata,Bleach,2022-03-09,1,Susceptible,10
204,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,5
205,Montipora capitata,Bleach,2022-03-09,1,,
206,Montipora capitata,Non-bleach,2022-03-09,1,,
209,Montipora capitata,Bleach,2022-03-09,2,Susceptible,10
210,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,10
211,Montipora capitata,Bleach,2022-03-09,1,Susceptible,10
212,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,80
217,Montipora capitata,Bleach,2022-03-09,1,Susceptible,80
218,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,50
219,Montipora capitata,Bleach,2022-03-09,1,Susceptible,70
220,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,20
221,Montipora capitata,Bleach,2022-03-09,1,Susceptible,10
222,Montipora capitata,Non-bleach,2022-03-09,1,Resistant,95
225,Porites compressa,Bleach,2022-03-09,1,Susceptible,0
226,Porites compressa,Non-bleach,2022-03-09,1,Resistant,0
233,Porites compressa,Bleach,2022-03-09,1,,
234,Porites compressa,Non-bleach,2022-03-09,1,,
235,Porites compressa,Bleach,2022-03-09,1,Susceptible,0
236,Porites compressa,Non-bleach,2022-03-09,1,Resistant,0
237,Porites compressa,Bleach,2022-03-09,1,Susceptible,0
238,Porites compressa,Non-bleach,2022-03-09,1,Resistant,0
239,Porites compressa,Bleach,2022-03-09,1,Susceptible,5
240,Porites compressa,Non-bleach,2022-03-09,1,Resistant,40
241,Porites compressa,Bleach,2022-03-09,1,,
242,Porites compressa,Non-bleach,2022-03-09,1,,
243,Porites compressa,Bleach,2022-03-09,1,Susceptible,5
244,Porites compressa,Non-bleach,2022-03-09,1,Resistant,0
247,Porites compressa,Bleach,2022-03-09,1,Susceptible,0
248,Porites compressa,Non-bleach,2022-03-09,1,Resistant,0
1,Montipora capitata,Bleach,2022-09-01,1,,
2,Montipora capitata,Non-bleach,2022-09-01,1,,
3,Montipora capitata,Bleach,2022-09-01,3,Susceptible,90
4,Montipora capitata,Non-bleach,2022-09-01,1,Resistant,40
11,Montipora capitata,Bleach,2022-09-01,1,Susceptible,95
12,Montipora capitata,Non-bleach,2022-09-01,1,Resistant,80
15,Montipora capitata,Bleach,2022-09-01,2,,
16,Montipora capitata,Non-bleach,2022-09-01,2,,
19,Montipora capitata,Bleach,2022-09-01,4,Susceptible,5
20,Montipora capitata,Non-bleach,2022-09-01,1,Resistant,0
26,Porites compressa,Non-bleach,2022-09-01,1,Resistant,0
27,Porites compressa,Bleach,2022-09-01,1,Susceptible,0
28,Porites compressa,Non-bleach,2022-09-01,1,,
29,Porites compressa,Bleach,2022-09-01,1,,
41,Porites compressa,Bleach,2022-09-01,1,Susceptible,5
42,Porites compressa,Non-bleach,2022-09-01,1,Resistant,0
43,Porites compressa,Bleach,2022-09-01,1,Susceptible,0
44,Porites compressa,Non-bleach,2022-09-01,1,Resistant,0
45,Porites compressa,Bleach,2022-09-01,1,Susceptible,0
46,Porites compressa,Non-bleach,2022-09-01,1,Resistant,0
201,Montipora capitata,Bleach,2022-09-01,2,Susceptible,80
202,Montipora capitata,Non-bleach,2022-09-01,1,Resistant,5
203,Montipora capitata,Bleach,2022-09-01,3,Susceptible,20
204,Montipora capitata,Non-bleach,2022-09-01,1,Resistant,10
205,Montipora capitata,Bleach,2022-09-01,2,,
206,Montipora capitata,Non-bleach,2022-09-01,1,,
207,Montipora capitata,Bleach,2022-09-01,1,,
208,Montipora capitata,Non-bleach,2022-09-01,1,,
209,Montipora capitata,Bleach,2022-09-01,5,Susceptible,10
210,Montipora capitata,Non-bleach,2022-09-01,1,Resistant,20
211,Montipora capitata,Bleach,2022-09-01,3,Susceptible,5
212,Montipora capitata,Non-bleach,2022-09-01,1,Resistant,80
213,Montipora capitata,Bleach,2022-09-01,1,Susceptible,40
214,Montipora capitata,Non-bleach,2022-09-01,1,Resistant,20
219,Montipora capitata,Bleach,2022-09-01,3,Susceptible,80
220,Montipora capitata,Non-bleach,2022-09-01,1,Resistant,20
221,Montipora capitata,Bleach,2022-09-01,2,Susceptible,10
222,Montipora capitata,Non-bleach,2022-09-01,2,Resistant,95
225,Porites compressa,Bleach,2022-09-01,1,Susceptible,0
226,Porites compressa,Non-bleach,2022-09-01,1,Resistant,0
233,Porites compressa,Bleach,2022-09-01,1,,
234,Porites compressa,Non-bleach,2022-09-01,1,,
235,Porites compressa,Bleach,2022-09-01,1,Susceptible,0
236,Porites compressa,Non-bleach,2022-09-01,1,Resistant,0
237,Porites compressa,Bleach,2022-09-01,1,Susceptible,0
238,Porites compressa,Non-bleach,2022-09-01,1,Resistant,0
239,Porites compressa,Bleach,2022-09-01,1,Susceptible,0
240,Porites compressa,Non-bleach,2022-09-01,2,Resistant,40
241,Porites compressa,Bleach,2022-09-01,1,,
242,Porites compressa,Non-bleach,2022-09-01,1,,
243,Porites compressa,Bleach,2022-09-01,1,Susceptible,0
244,Porites compressa,Non-bleach,2022-09-01,1,Resistant,0
247,Porites compressa,Bleach,2022-09-01,1,Susceptible,0
248,Porites compressa,Non-bleach,2022-09-01,1,Resistant,0
11,Montipora capitata,,2015-11-01,,Susceptible,0
11,Montipora capitata,,2016-09-16,,Susceptible,0
11,Montipora capitata,,2017-05-15,,Susceptible,0
11,Montipora capitata,,2017-11-01,,Susceptible,0
11,Montipora capitata,,2020-02-13,,Susceptible,80
11,Montipora capitata,,2023-04-23,,Susceptible,95
11,Montipora capitata,,2023-09-13,,Susceptible,100
12,Montipora capitata,,2015-11-01,,Resistant,0
12,Montipora capitata,,2016-09-16,,Resistant,20
12,Montipora capitata,,2017-05-15,,Resistant,20
12,Montipora capitata,,2017-11-01,,Resistant,20
12,Montipora capitata,,2020-02-13,,Resistant,40
12,Montipora capitata,,2023-04-23,,Resistant,80
12,Montipora capitata,,2023-09-13,,Resistant,80
19,Montipora capitata,,2015-11-01,,Susceptible,0
19,Montipora capitata,,2016-09-16,,Susceptible,0
19,Montipora capitata,,2017-05-15,,Susceptible,0
19,Montipora capitata,,2017-11-01,,Susceptible,0
19,Montipora capitata,,2020-02-13,,Susceptible,0
19,Montipora capitata,,2023-04-23,,Susceptible,30
19,Montipora capitata,,2023-09-13,,Susceptible,20
201,Montipora capitata,,2015-11-01,,Susceptible,0
201,Montipora capitata,,2016-09-16,,Susceptible,20
201,Montipora capitata,,2017-05-15,,Susceptible,20
201,Montipora capitata,,2017-11-01,,Susceptible,20
201,Montipora capitata,,2020-02-13,,Susceptible,20
201,Montipora capitata,,2023-04-23,,Susceptible,80
201,Montipora capitata,,2023-09-13,,Susceptible,80
202,Montipora capitata,,2015-11-01,,Resistant,0
202,Montipora capitata,,2016-09-16,,Resistant,0
