"","Colony_ID","Date","Species","Phenotype","Parameter","Value"
"495","2","2024-10-06","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.174038483382535
"496","242","2024-10-06","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.190442466748622
"497","213","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",1.82409340261999
"498","239","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Light",1.58404115964281
"499","205","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.532435703047243
"500","225","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.996796325430162
"501","19","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.148005109071759
"502","206","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.718971589744409
"503","28","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.208011814039461
"504","241","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Light",1.0674833896563
"505","3","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.137638739385295
"506","29","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.270401105099751
"507","214","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.407288418211318
"508","213","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",1.80861470899539
"509","239","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",1.14064923536398
"510","205","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.832124627828381
"511","225","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",1.01433344444048
"512","19","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.0869937140112676
"513","206","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.633303121920053
"514","28","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.119163910381551
"515","241","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.969080931130318
"516","3","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.0393503267145318
"517","29","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.172469937315945
"518","214","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.426984408816652
"519","4","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.0760935727813498
"520","44","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.1139553446299
"521","226","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Light",1.27840692468692
"522","242","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.441729976111976
"523","209","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.430937670340813
"524","238","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Light",1.49305385181955
"525","210","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.31762548972483
"526","240","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.575873035990025
"527","43","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.273732616526694
"528","20","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.160032787511862
"529","237","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Light",1.7416073957037
"530","4","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",-0.0453402107693809
"531","44","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Dark",-0.0117042919809403
"532","226","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.24197120423488
"533","242","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.148212031458619
"534","209","2025-01-12","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.0435431723129848
"535","238","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.587094598222021
"536","210","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",-0.0492357689571093
"537","240","2025-01-12","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.0248429578588713
"538","43","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.102064098338714
"539","20","2025-01-12","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.0429476812900357
"540","237","2025-01-12","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.576989641905735
"541","221","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",-0.896262442570245
"542","235","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.710270039495893
"543","248","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Light",1.02594163671243
"544","12","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Light",-0.0844221789190029
"545","211","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.0387042525284091
"546","204","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.394413804378376
"547","236","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.693224661640604
"548","1","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",-0.178186999295759
"549","26","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.218871431399663
"550","27","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.3162895055208
"551","219","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",-0.24533644674202
"552","221","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",-1.34823261425095
"553","235","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.342917107527404
"554","248","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.400843985171337
"555","12","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.744534280932983
"556","211","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.852845314675408
"557","204","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.582422599001181
"558","236","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.970253211690847
"559","1","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.362039544155516
"560","26","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.105312942329965
"561","27","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.25520769209871
"562","219","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",3.3444918620285
"563","201","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.0373075812117352
"564","244","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.138886032800589
"565","2","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.0572730261625373
"566","243","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.437496016973946
"567","220","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Light",-0.0218811469801597
"568","234","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.411996994560166
"569","247","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.655551563385684
"570","203","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.0298322229347341
"571","233","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.127994659688755
"572","202","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.0361340795490746
"573","201","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.105710102880267
"574","244","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.446736359252671
"575","2","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.126242037041327
"576","243","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.490222360086862
"577","220","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.33430096275165
"578","234","2025-01-13","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.577240322965502
"579","247","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.747358577106528
"580","203","2025-01-13","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.078499082063436
"581","233","2025-01-13","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",1.12451351867532
"582","202","2025-01-13","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.524284228668955
"583","225","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.367034654222582
"584","213","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.201014178196362
"585","233","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.330586307686576
"586","12","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.212478587653419
"587","42","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.411939976286764
"588","4","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.150013183952582
"589","29","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.38347731522463
"590","219","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.210385496153022
"591","26","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.271937190232421
"592","203","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.294855077541098
"593","214","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.245651870508756
"594","201","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.101343444017291
"595","241","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.203207279718035
"596","204","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.217876065765247
"597","20","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.0859999335199208
"598","44","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.541358957790656
"599","237","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.511613628386644
"600","19","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.22964822283024
"601","243","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.335393975744187
"602","1","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.167351492682547
"603","43","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.333280145109172
"604","235","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.436842413599057
"605","236","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.599811903954097
"606","240","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.566922514184705
"607","205","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.256307236843257
"608","238","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.582651557052618
"609","248","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.726296470367303
"610","210","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.312255227652685
"611","226","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.483918539559022
"612","27","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.576291993415692
"613","247","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.437427293322117
"614","220","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.344225416857478
"615","221","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.225736808510645
"616","41","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.401947307862173
"617","211","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.0989118314883475
"618","234","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.322532116295597
"619","206","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.19510176363102
"620","28","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.775163558920768
"621","202","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.138913987025997
"622","244","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.545114372002638
"623","239","2025-05-09","Porites compressa","Susceptible","Net_Calcification_cm2_Light",0.362302377449992
"624","2","2025-05-09","Montipora capitata","Resistant","Net_Calcification_cm2_Light",0.268870316877328
"625","242","2025-05-09","Porites compressa","Resistant","Net_Calcification_cm2_Light",0.493419125796395
"626","209","2025-05-09","Montipora capitata","Susceptible","Net_Calcification_cm2_Light",0.233298909207958
"627","29","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.0419677234558905
"628","20","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.0210752137253282
"629","240","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.155599807314868
"630","244","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.222847301472048
"631","213","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.120908051189101
"632","204","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.13118566033221
"633","248","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.171089646714867
"634","202","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.0653216844342665
"635","214","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.0251892210481387
"636","44","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.239094758184693
"637","226","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.0784800904291893
"638","28","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.410001210884436
"639","225","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.228427423053477
"640","201","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.0438651598521546
"641","236","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.341116551330652
"642","239","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.157850806173604
"643","233","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.194959662114641
"644","1","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.139419593431401
"645","27","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.220037973517229
"646","242","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.283447588326377
"647","203","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.204840305787929
"648","237","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.307331294013151
"649","205","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.205526655232659
"650","26","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.215170622328435
"651","19","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.199342201589643
"652","220","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.188744816533426
"653","41","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.301093196031124
"654","221","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.111598810303609
"655","12","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.160044128521023
"656","2","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.190108895115395
"657","219","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.212468118760306
"658","43","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.234267468581768
"659","234","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.284224768260831
"660","235","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.246660867579418
"661","210","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.101467933605127
"662","211","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.169198527520235
"663","4","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.105563869455167
"664","243","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.244433754162148
"665","238","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.205806136323625
"666","209","2025-05-10","Montipora capitata","Susceptible","Net_Calcification_cm2_Dark",0.128767266478629
"667","42","2025-05-10","Porites compressa","Resistant","Net_Calcification_cm2_Dark",0.11445842211939
"668","241","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.12930914994081
"669","247","2025-05-10","Porites compressa","Susceptible","Net_Calcification_cm2_Dark",0.153064145592423
"670","206","2025-05-10","Montipora capitata","Resistant","Net_Calcification_cm2_Dark",0.125086835273432
"671","2","Oct24","Montipora capitata","Resistant","Fv_Fm",0.571801045
"672","2","May24","Montipora capitata","Resistant","Fv_Fm",0.556621725
"673","2","Jan24","Montipora capitata","Resistant","Fv_Fm",0.622449285
"674","2","Sept23","Montipora capitata","Resistant","Fv_Fm",0.56970087
"675","2","Jan25","Montipora capitata","Resistant","Fv_Fm",0.616402356
"676","2","May25","Montipora capitata","Resistant","Fv_Fm",0.538687268
"677","4","Oct24","Montipora capitata","Resistant","Fv_Fm",0.578579298
"678","4","May24","Montipora capitata","Resistant","Fv_Fm",0.566903952
"679","4","Jan24","Montipora capitata","Resistant","Fv_Fm",0.581988849
"680","4","Sept23","Montipora capitata","Resistant","Fv_Fm",0.564753067
"681","4","Jan25","Montipora capitata","Resistant","Fv_Fm",0.613600637
"682","4","May25","Montipora capitata","Resistant","Fv_Fm",0.5397943
"683","20","Oct24","Montipora capitata","Resistant","Fv_Fm",0.586083884
"684","20","May24","Montipora capitata","Resistant","Fv_Fm",0.566741
"685","20","Jan24","Montipora capitata","Resistant","Fv_Fm",0.614064137
"686","20","Sept23","Montipora capitata","Resistant","Fv_Fm",0.561766971
"687","20","Jan25","Montipora capitata","Resistant","Fv_Fm",0.567687523
"688","20","May25","Montipora capitata","Resistant","Fv_Fm",0.585107076
"689","26","Oct24","Porites compressa","Susceptible","Fv_Fm",0.580268714
"690","26","May24","Porites compressa","Susceptible","Fv_Fm",0.527244053
"691","26","Jan24","Porites compressa","Susceptible","Fv_Fm",0.581611825
"692","26","Sept23","Porites compressa","Susceptible","Fv_Fm",0.538330345
"693","26","Jan25","Porites compressa","Susceptible","Fv_Fm",0.58981248
"694","26","May25","Porites compressa","Susceptible","Fv_Fm",0.590749112
"695","28","Oct24","Porites compressa","Susceptible","Fv_Fm",0.533605359
"696","28","May24","Porites compressa","Susceptible","Fv_Fm",0.525710661
"697","28","Jan24","Porites compressa","Susceptible","Fv_Fm",0.596430722
"698","28","Sept23","Porites compressa","Susceptible","Fv_Fm",0.660389631
"699","28","Jan25","Porites compressa","Susceptible","Fv_Fm",0.619499007
"700","28","May25","Porites compressa","Susceptible","Fv_Fm",0.584195329
"701","42","Oct24","Porites compressa","Resistant","Fv_Fm",0.547066708
"702","42","May24","Porites compressa","Resistant","Fv_Fm",0.555517679
"703","42","Jan24","Porites compressa","Resistant","Fv_Fm",0.583570316
"704","42","Sept23","Porites compressa","Resistant","Fv_Fm",0.566981873
"705","42","Jan25","Porites compressa","Resistant","Fv_Fm",NA
"706","42","May25","Porites compressa","Resistant","Fv_Fm",0.57805669
"707","44","Oct24","Porites compressa","Resistant","Fv_Fm",0.546644062
"708","44","May24","Porites compressa","Resistant","Fv_Fm",0.499372824
"709","44","Jan24","Porites compressa","Resistant","Fv_Fm",0.576860227
"710","44","Sept23","Porites compressa","Resistant","Fv_Fm",0.615988191
"711","44","Jan25","Porites compressa","Resistant","Fv_Fm",0.5865943
"712","44","May25","Porites compressa","Resistant","Fv_Fm",0.539824964
"713","46","Oct24","Porites compressa","Resistant","Fv_Fm",NA
"714","46","May24","Porites compressa","Resistant","Fv_Fm",NA
"715","46","Jan24","Porites compressa","Resistant","Fv_Fm",0.558380399
"716","46","Sept23","Porites compressa","Resistant","Fv_Fm",0.540605169
"717","46","Jan25","Porites compressa","Resistant","Fv_Fm",NA
"718","46","May25","Porites compressa","Resistant","Fv_Fm",NA
"719","202","Oct24","Montipora capitata","Resistant","Fv_Fm",0.590631161
"720","202","May24","Montipora capitata","Resistant","Fv_Fm",0.539281218
"721","202","Jan24","Montipora capitata","Resistant","Fv_Fm",0.626614709
"722","202","Sept23","Montipora capitata","Resistant","Fv_Fm",0.619516068
"723","202","Jan25","Montipora capitata","Resistant","Fv_Fm",0.596464688
"724","202","May25","Montipora capitata","Resistant","Fv_Fm",0.644897591
"725","204","Oct24","Montipora capitata","Resistant","Fv_Fm",0.612462436
"726","204","May24","Montipora capitata","Resistant","Fv_Fm",0.565529517
"727","204","Jan24","Montipora capitata","Resistant","Fv_Fm",0.63413515
"728","204","Sept23","Montipora capitata","Resistant","Fv_Fm",0.61467251
"729","204","Jan25","Montipora capitata","Resistant","Fv_Fm",0.592519557
"730","204","May25","Montipora capitata","Resistant","Fv_Fm",0.589220038
"731","206","Oct24","Montipora capitata","Resistant","Fv_Fm",0.626016048
"732","206","May24","Montipora capitata","Resistant","Fv_Fm",0.613478407
"733","206","Jan24","Montipora capitata","Resistant","Fv_Fm",0.604746917
"734","206","Sept23","Montipora capitata","Resistant","Fv_Fm",0.559865952
"735","206","Jan25","Montipora capitata","Resistant","Fv_Fm",0.626007731
"736","206","May25","Montipora capitata","Resistant","Fv_Fm",0.577295834
"737","210","Oct24","Montipora capitata","Resistant","Fv_Fm",0.641216638
"738","210","May24","Montipora capitata","Resistant","Fv_Fm",0.59386294
"739","210","Jan24","Montipora capitata","Resistant","Fv_Fm",0.61729567
"740","210","Sept23","Montipora capitata","Resistant","Fv_Fm",0.563899097
"741","210","Jan25","Montipora capitata","Resistant","Fv_Fm",0.620134837
"742","210","May25","Montipora capitata","Resistant","Fv_Fm",0.615912077
"743","212","Oct24","Montipora capitata","Resistant","Fv_Fm",NA
"744","212","May24","Montipora capitata","Resistant","Fv_Fm",NA
"745","212","Jan24","Montipora capitata","Resistant","Fv_Fm",0.617916099
"746","212","Sept23","Montipora capitata","Resistant","Fv_Fm",0.551120558
"747","212","Jan25","Montipora capitata","Resistant","Fv_Fm",NA
"748","212","May25","Montipora capitata","Resistant","Fv_Fm",NA
"749","214","Oct24","Montipora capitata","Resistant","Fv_Fm",0.597281209
"750","214","May24","Montipora capitata","Resistant","Fv_Fm",0.552187461
"751","214","Jan24","Montipora capitata","Resistant","Fv_Fm",0.594910242
"752","214","Sept23","Montipora capitata","Resistant","Fv_Fm",0.608471415
"753","214","Jan25","Montipora capitata","Resistant","Fv_Fm",0.585633344
"754","214","May25","Montipora capitata","Resistant","Fv_Fm",0.58013111
"755","220","Oct24","Montipora capitata","Resistant","Fv_Fm",0.641882068
"756","220","May24","Montipora capitata","Resistant","Fv_Fm",0.584136194
"757","220","Jan24","Montipora capitata","Resistant","Fv_Fm",0.707841856
"758","220","Sept23","Montipora capitata","Resistant","Fv_Fm",0.586142872
"759","220","Jan25","Montipora capitata","Resistant","Fv_Fm",0.620619762
"760","220","May25","Montipora capitata","Resistant","Fv_Fm",0.592203194
"761","12","Oct24","Montipora capitata","Resistant","Fv_Fm",0.591857847
"762","12","May24","Montipora capitata","Resistant","Fv_Fm",0.549091014
"763","12","Jan24","Montipora capitata","Resistant","Fv_Fm",0.570672869
"764","12","Sept23","Montipora capitata","Resistant","Fv_Fm",NA
"765","12","Jan25","Montipora capitata","Resistant","Fv_Fm",0.571451736
"766","12","May25","Montipora capitata","Resistant","Fv_Fm",0.512334457
"767","226","Oct24","Porites compressa","Resistant","Fv_Fm",0.566707472
"768","226","May24","Porites compressa","Resistant","Fv_Fm",0.572596027
"769","226","Jan24","Porites compressa","Resistant","Fv_Fm",0.605270702
"770","226","Sept23","Porites compressa","Resistant","Fv_Fm",0.59904205
"771","226","Jan25","Porites compressa","Resistant","Fv_Fm",0.557081804
"772","226","May25","Porites compressa","Resistant","Fv_Fm",0.500978418
"773","234","Oct24","Porites compressa","Resistant","Fv_Fm",0.552482756
"774","234","May24","Porites compressa","Resistant","Fv_Fm",0.558476494
"775","234","Jan24","Porites compressa","Resistant","Fv_Fm",0.583847576
"776","234","Sept23","Porites compressa","Resistant","Fv_Fm",0.558171016
"777","234","Jan25","Porites compressa","Resistant","Fv_Fm",0.574675456
"778","234","May25","Porites compressa","Resistant","Fv_Fm",0.588983251
"779","236","Oct24","Porites compressa","Resistant","Fv_Fm",0.555115803
"780","236","May24","Porites compressa","Resistant","Fv_Fm",0.59075819
"781","236","Jan24","Porites compressa","Resistant","Fv_Fm",0.627019419
"782","236","Sept23","Porites compressa","Resistant","Fv_Fm",0.605906892
"783","236","Jan25","Porites compressa","Resistant","Fv_Fm",0.558131565
"784","236","May25","Porites compressa","Resistant","Fv_Fm",0.569027209
"785","238","Oct24","Porites compressa","Resistant","Fv_Fm",0.561599317
"786","238","May24","Porites compressa","Resistant","Fv_Fm",0.582622816
"787","238","Jan24","Porites compressa","Resistant","Fv_Fm",0.620869705
"788","238","Sept23","Porites compressa","Resistant","Fv_Fm",0.599055961
"789","238","Jan25","Porites compressa","Resistant","Fv_Fm",0.589851691
"790","238","May25","Porites compressa","Resistant","Fv_Fm",0.54747553
"791","240","Oct24","Porites compressa","Resistant","Fv_Fm",0.578776592
"792","240","May24","Porites compressa","Resistant","Fv_Fm",0.567790694
"793","240","Jan24","Porites compressa","Resistant","Fv_Fm",0.619810626
"794","240","Sept23","Porites compressa","Resistant","Fv_Fm",0.602466501
"795","240","Jan25","Porites compressa","Resistant","Fv_Fm",0.575508128
"796","240","May25","Porites compressa","Resistant","Fv_Fm",0.535892891
"797","242","Oct24","Porites compressa","Resistant","Fv_Fm",0.599286276
"798","242","May24","Porites compressa","Resistant","Fv_Fm",0.654130258
"799","242","Jan24","Porites compressa","Resistant","Fv_Fm",0.583666356
"800","242","Sept23","Porites compressa","Resistant","Fv_Fm",0.546007832
"801","242","Jan25","Porites compressa","Resistant","Fv_Fm",0.572011926
"802","242","May25","Porites compressa","Resistant","Fv_Fm",0.55182853
"803","244","Oct24","Porites compressa","Resistant","Fv_Fm",0.598081411
"804","244","May24","Porites compressa","Resistant","Fv_Fm",0.51868168
"805","244","Jan24","Porites compressa","Resistant","Fv_Fm",0.542686281
"806","244","Sept23","Porites compressa","Resistant","Fv_Fm",0.585477799
"807","244","Jan25","Porites compressa","Resistant","Fv_Fm",0.609671939
"808","244","May25","Porites compressa","Resistant","Fv_Fm",0.580521151
"809","248","Oct24","Porites compressa","Resistant","Fv_Fm",0.556056625
"810","248","May24","Porites compressa","Resistant","Fv_Fm",0.585727917
"811","248","Jan24","Porites compressa","Resistant","Fv_Fm",0.630887022
"812","248","Sept23","Porites compressa","Resistant","Fv_Fm",0.649818379
"813","248","Jan25","Porites compressa","Resistant","Fv_Fm",0.597817089
"814","248","May25","Porites compressa","Resistant","Fv_Fm",0.569596528
"815","1","Oct24","Montipora capitata","Susceptible","Fv_Fm",0.571226118
"816","1","May24","Montipora capitata","Susceptible","Fv_Fm",0.566310899
"817","1","Jan24","Montipora capitata","Susceptible","Fv_Fm",0.614766263
"818","1","Sept23","Montipora capitata","Susceptible","Fv_Fm",0.585338673
"819","1","Jan25","Montipora capitata","Susceptible","Fv_Fm",0.616781613
"820","1","May25","Montipora capitata","Susceptible","Fv_Fm",0.588333444
"821","3","Oct24","Montipora capitata","Susceptible","Fv_Fm",0.497315267
